"	O
to	B-QUOTE
go	I-QUOTE
on	I-QUOTE
crying	I-QUOTE
in	I-QUOTE
this	I-QUOTE
way	I-QUOTE
!	I-QUOTE

Stop	I-QUOTE
this	I-QUOTE
moment	I-QUOTE
,	I-QUOTE
I	I-QUOTE
tell	I-QUOTE
you	I-QUOTE
!	I-QUOTE

"	O
But	O
she	O
went	O
on	O
all	O
the	O
same	O
,	O
shedding	O
gallons	O
of	O
tears	O
,	O
until	O
there	O
was	O
a	O
large	O
pool	O
all	O
round	O
her	O
,	O
about	O
four	O
inches	O
deep	O
and	O
reaching	O
half	O
down	O
the	O
hall.	O

After	O
a	O
time	O
she	O
heard	O
a	O
little	O
pattering	O
of	O
feet	O
in	O
the	O
distance	O
,	O
and	O
she	O
hastily	O
dried	O
her	O
eyes	O
to	O
see	O
what	O
was	O
coming.	O

It	O
was	O
the	O
White	O
Rabbit	O
returning	O
,	O
splendidly	O
dressed	O
,	O
with	O
a	O
pair	O
of	O
white	O
kid	O
gloves	O
in	O
one	O
hand	O
and	O
a	O
large	O
fan	O
in	O
the	O
other	O
:	O
he	O
came	O
trotting	O
along	O
in	O
a	O
great	O
hurry	O
,	O
muttering	O
to	O
himself	O
as	O
he	O
came	O
,	O
"	O
Oh	B-QUOTE
!	I-QUOTE

the	I-QUOTE
Duchess	I-QUOTE
,	I-QUOTE
the	I-QUOTE
Duchess	I-QUOTE
!	I-QUOTE

Oh	I-QUOTE
!	I-QUOTE

wo	I-QUOTE
n't	I-QUOTE
she	I-QUOTE
be	I-QUOTE
savage	I-QUOTE
if	I-QUOTE
I	I-QUOTE
've	I-QUOTE
kept	I-QUOTE
her	I-QUOTE
waiting	I-QUOTE
!	I-QUOTE

"	O
Alice	O
felt	O
so	O
desperate	O
that	O
she	O
was	O
ready	O
to	O
ask	O
help	O
of	O
any	O
one	O
;	O
so	O
,	O
when	O
the	O
Rabbit	O
came	O
near	O
her	O
,	O
she	O
began	O
,	O
in	O
a	O
low	O
,	O
timid	O
voice	O
,	O
"	O
If	B-QUOTE
you	I-QUOTE
please	I-QUOTE
,	I-QUOTE
sir	I-QUOTE
--	I-QUOTE
"	O
The	O
Rabbit	O
started	O
violently	O
,	O
dropped	O
the	O
white	O
kid	O
gloves	O
and	O
the	O
fan	O
,	O
and	O
skurried	O
away	O
into	O
the	O
darkness	O
as	O
hard	O
as	O
he	O
could	O
go.	O

Alice	O
took	O
up	O
the	O
fan	O
and	O
gloves	O
,	O
and	O
,	O
as	O
the	O
hall	O
was	O
very	O
hot	O
,	O
she	O
kept	O
fanning	O
herself	O
all	O
the	O
time	O
she	O
went	O
on	O
talking	O
:	O
"	O
Dear	B-QUOTE
,	I-QUOTE
dear	I-QUOTE
!	I-QUOTE

How	I-QUOTE
queer	I-QUOTE
everything	I-QUOTE
is	I-QUOTE
to-day	I-QUOTE
!	I-QUOTE

And	I-QUOTE
yesterday	I-QUOTE
things	I-QUOTE
went	I-QUOTE
on	I-QUOTE
just	I-QUOTE
as	I-QUOTE
usual.	I-QUOTE

I	I-QUOTE
wonder	I-QUOTE
if	I-QUOTE
I	I-QUOTE
've	I-QUOTE
been	I-QUOTE
changed	I-QUOTE
in	I-QUOTE
the	I-QUOTE
night	I-QUOTE
?	I-QUOTE

Let	I-QUOTE
me	I-QUOTE
think	I-QUOTE
:	I-QUOTE
was	I-QUOTE
I	I-QUOTE
the	I-QUOTE
same	I-QUOTE
when	I-QUOTE
I	I-QUOTE
got	I-QUOTE
up	I-QUOTE
this	I-QUOTE
morning	I-QUOTE
?	I-QUOTE

I	I-QUOTE
almost	I-QUOTE
think	I-QUOTE
I	I-QUOTE
can	I-QUOTE
remember	I-QUOTE
feeling	I-QUOTE
a	I-QUOTE
little	I-QUOTE
different.	I-QUOTE

But	I-QUOTE
if	I-QUOTE
I	I-QUOTE
'm	I-QUOTE
not	I-QUOTE
the	I-QUOTE
same	I-QUOTE
,	I-QUOTE
the	I-QUOTE
next	I-QUOTE
question	I-QUOTE
is	I-QUOTE
,	I-QUOTE
Who	I-QUOTE
in	I-QUOTE
the	I-QUOTE
world	I-QUOTE
am	I-QUOTE
I	I-QUOTE
?	I-QUOTE

Ah	I-QUOTE
,	I-QUOTE
_that's_	I-QUOTE
the	I-QUOTE
great	I-QUOTE
puzzle	I-QUOTE
!	I-QUOTE

"	O
And	O
she	O
began	O
thinking	O
over	O
all	O
the	O
children	O
she	O
knew	O
that	O
were	O
of	O
the	O
same	O
age	O
as	O
herself	O
,	O
to	O
see	O
if	O
she	O
could	O
have	O
been	O
changed	O
for	O
any	O
of	O
them.	O

"	O
I	B-QUOTE
'm	I-QUOTE
sure	I-QUOTE
I	I-QUOTE
'm	I-QUOTE
not	I-QUOTE
Ada	I-QUOTE
,	I-QUOTE
"	O
she	O
said	O
,	O
"	O
for	B-QUOTE
her	I-QUOTE
hair	I-QUOTE
goes	I-QUOTE
in	I-QUOTE
such	I-QUOTE
long	I-QUOTE
ringlets	I-QUOTE
,	I-QUOTE
and	I-QUOTE
mine	I-QUOTE
does	I-QUOTE
n't	I-QUOTE
go	I-QUOTE
in	I-QUOTE
ringlets	I-QUOTE
at	I-QUOTE
all	I-QUOTE
;	I-QUOTE
and	I-QUOTE
I	I-QUOTE
'm	I-QUOTE
sure	I-QUOTE
I	I-QUOTE
ca	I-QUOTE
n't	I-QUOTE
be	I-QUOTE
Mabel	I-QUOTE
,	I-QUOTE
for	I-QUOTE
I	I-QUOTE
know	I-QUOTE
all	I-QUOTE
sorts	I-QUOTE
of	I-QUOTE
things	I-QUOTE
,	I-QUOTE
and	I-QUOTE
she	I-QUOTE
,	I-QUOTE
oh	I-QUOTE
!	I-QUOTE

she	I-QUOTE
knows	I-QUOTE
such	I-QUOTE
a	I-QUOTE
very	I-QUOTE
little	I-QUOTE
!	I-QUOTE

Besides	I-QUOTE
,	I-QUOTE
_she's_	I-QUOTE
she	I-QUOTE
,	I-QUOTE
and	I-QUOTE
_I'm_	I-QUOTE
I	I-QUOTE
,	I-QUOTE
and	I-QUOTE
--	I-QUOTE
oh	I-QUOTE
dear	I-QUOTE
,	I-QUOTE
how	I-QUOTE
puzzling	I-QUOTE
it	I-QUOTE
all	I-QUOTE
is	I-QUOTE
!	I-QUOTE

I	I-QUOTE
'll	I-QUOTE
try	I-QUOTE
if	I-QUOTE
I	I-QUOTE
know	I-QUOTE
all	I-QUOTE
the	I-QUOTE
things	I-QUOTE
I	I-QUOTE
used	I-QUOTE
to	I-QUOTE
know.	I-QUOTE

Let	I-QUOTE
me	I-QUOTE
see	I-QUOTE
:	I-QUOTE
four	I-QUOTE
times	I-QUOTE
five	I-QUOTE
is	I-QUOTE
twelve	I-QUOTE
,	I-QUOTE
and	I-QUOTE
four	I-QUOTE
times	I-QUOTE
six	I-QUOTE
is	I-QUOTE
thirteen	I-QUOTE
,	I-QUOTE
and	I-QUOTE
four	I-QUOTE
times	I-QUOTE
seven	I-QUOTE
is	I-QUOTE
--	I-QUOTE
oh	I-QUOTE
dear	I-QUOTE
!	I-QUOTE

I	I-QUOTE
shall	I-QUOTE
never	I-QUOTE
get	I-QUOTE
to	I-QUOTE
twenty	I-QUOTE
at	I-QUOTE
that	I-QUOTE
rate	I-QUOTE
!	I-QUOTE

However	I-QUOTE
,	I-QUOTE
the	I-QUOTE
Multiplication	I-QUOTE
Table	I-QUOTE
does	I-QUOTE
n't	I-QUOTE
signify	I-QUOTE
:	I-QUOTE
let	I-QUOTE
's	I-QUOTE
try	I-QUOTE
Geography.	I-QUOTE

London	I-QUOTE
is	I-QUOTE
the	I-QUOTE
capital	I-QUOTE
of	I-QUOTE
Paris	I-QUOTE
,	I-QUOTE
and	I-QUOTE
Paris	I-QUOTE
is	I-QUOTE
the	I-QUOTE
capital	I-QUOTE
of	I-QUOTE
Rome	I-QUOTE
,	I-QUOTE
and	I-QUOTE
Rome	I-QUOTE
--	I-QUOTE
no	I-QUOTE
,	I-QUOTE
_that's_	I-QUOTE
all	I-QUOTE
wrong	I-QUOTE
,	I-QUOTE
I	I-QUOTE
'm	I-QUOTE
certain	I-QUOTE
!	I-QUOTE

I	I-QUOTE
must	I-QUOTE
have	I-QUOTE
been	I-QUOTE
changed	I-QUOTE
for	I-QUOTE
Mabel	I-QUOTE
!	I-QUOTE

I	I-QUOTE
'll	I-QUOTE
try	I-QUOTE
and	I-QUOTE
say	I-QUOTE
'_How	I-QUOTE
doth	I-QUOTE
the	I-QUOTE
little_	I-QUOTE
--	I-QUOTE
'	I-QUOTE
"	O
and	O
she	O
crossed	O
her	O
hands	O
on	O
her	O
lap	O
as	O
if	O
she	O
were	O
saying	O
lessons	O
,	O
and	O
began	O
to	O
repeat	O
it	O
,	O
but	O
her	O
voice	O
sounded	O
hoarse	O
and	O
strange	O
,	O
and	O
the	O
words	O
did	O
not	O
come	O
the	O
same	O
as	O
they	O
used	O
to	O
do	O
:	O
--	O
"	O
How	O
doth	O
the	O
little	O
crocodile	O
Improve	O
his	O
shining	O
tail	O
,	O
And	O
pour	O
the	O
waters	O
of	O
the	O
Nile	O
On	O
every	O
golden	O
scale	O
!	O

"	O
"	O
How	O
cheerfully	O
he	O
seems	O
to	O
grin	O
,	O
How	O
neatly	O
spread	O
his	O
claws	O
,	O
And	O
welcome	O
little	O
fishes	O
in	O
With	O
gently	O
smiling	O
jaws	O
!	O

"	O
"	O
I	B-QUOTE
'm	I-QUOTE
sure	I-QUOTE
those	I-QUOTE
are	I-QUOTE
not	I-QUOTE
the	I-QUOTE
right	I-QUOTE
words	I-QUOTE
,	I-QUOTE
"	O
said	O
poor	O
Alice	O
,	O
and	O
her	O
eyes	O
filled	O
with	O
tears	O
again	O
as	O
she	O
went	O
on	O
,	O
"	O
I	B-QUOTE
must	I-QUOTE
be	I-QUOTE
Mabel	I-QUOTE
after	I-QUOTE
all	I-QUOTE
,	I-QUOTE
and	I-QUOTE
I	I-QUOTE
shall	I-QUOTE
have	I-QUOTE
to	I-QUOTE
go	I-QUOTE
and	I-QUOTE
live	I-QUOTE
in	I-QUOTE
that	I-QUOTE
poky	I-QUOTE
little	I-QUOTE
house	I-QUOTE
,	I-QUOTE
and	I-QUOTE
have	I-QUOTE
next	I-QUOTE
to	I-QUOTE
no	I-QUOTE
toys	I-QUOTE
to	I-QUOTE
play	I-QUOTE
with	I-QUOTE
,	I-QUOTE
and	I-QUOTE
oh	I-QUOTE
!	I-QUOTE

ever	I-QUOTE
so	I-QUOTE
many	I-QUOTE
lessons	I-QUOTE
to	I-QUOTE
learn	I-QUOTE
!	I-QUOTE

No	I-QUOTE
,	I-QUOTE
I	I-QUOTE
've	I-QUOTE
made	I-QUOTE
up	I-QUOTE
my	I-QUOTE
mind	I-QUOTE
about	I-QUOTE
it	I-QUOTE
;	I-QUOTE
if	I-QUOTE
I	I-QUOTE
'm	I-QUOTE
Mabel	I-QUOTE
,	I-QUOTE
I	I-QUOTE
'll	I-QUOTE
stay	I-QUOTE
down	I-QUOTE
here	I-QUOTE
!	I-QUOTE

It	I-QUOTE
'll	I-QUOTE
be	I-QUOTE
no	I-QUOTE
use	I-QUOTE
their	I-QUOTE
putting	I-QUOTE
their	I-QUOTE
heads	I-QUOTE
down	I-QUOTE
and	I-QUOTE
saying	I-QUOTE
'Come	I-QUOTE
up	I-QUOTE
again	I-QUOTE
,	I-QUOTE
dear	I-QUOTE
!	I-QUOTE

'	I-QUOTE
I	I-QUOTE
shall	I-QUOTE
only	I-QUOTE
look	I-QUOTE
up	I-QUOTE
and	I-QUOTE
say	I-QUOTE
'Who	I-QUOTE
am	I-QUOTE
I	I-QUOTE
then	I-QUOTE
?	I-QUOTE

Tell	I-QUOTE
me	I-QUOTE
that	I-QUOTE
first	I-QUOTE
,	I-QUOTE
and	I-QUOTE
then	I-QUOTE
,	I-QUOTE
if	I-QUOTE
I	I-QUOTE
like	I-QUOTE
being	I-QUOTE
that	I-QUOTE
person	I-QUOTE
,	I-QUOTE
I	I-QUOTE
'll	I-QUOTE
come	I-QUOTE
up	I-QUOTE
:	I-QUOTE
if	I-QUOTE
not	I-QUOTE
,	I-QUOTE
I	I-QUOTE
'll	I-QUOTE
stay	I-QUOTE
down	I-QUOTE
here	I-QUOTE
till	I-QUOTE
I	I-QUOTE
'm	I-QUOTE
somebody	I-QUOTE
else	I-QUOTE
'	I-QUOTE
--	I-QUOTE
but	I-QUOTE
,	I-QUOTE
oh	I-QUOTE
dear	I-QUOTE
!	I-QUOTE

"	O
cried	O
Alice	O
,	O
with	O
a	O
sudden	O
burst	O
of	O
tears	O
,	O
"	O
I	B-QUOTE
do	I-QUOTE
wish	I-QUOTE
they	I-QUOTE
_would_	I-QUOTE
put	I-QUOTE
their	I-QUOTE
heads	I-QUOTE
down	I-QUOTE
!	I-QUOTE

I	I-QUOTE
am	I-QUOTE
so	I-QUOTE
_very_	I-QUOTE
tired	I-QUOTE
of	I-QUOTE
being	I-QUOTE
all	I-QUOTE
alone	I-QUOTE
here	I-QUOTE
!	I-QUOTE

"	O
As	O
she	O
said	O
this	O
she	O
looked	O
down	O
at	O
her	O
hands	O
,	O
and	O
was	O
surprised	O
to	O
see	O
that	O
she	O
had	O
put	O
on	O
one	O
of	O
the	O
Rabbit	O
's	O
little	O
white	O
kid	O
gloves	O
while	O
she	O
was	O
talking.	O

"	O
How	B-QUOTE
_can_	I-QUOTE
I	I-QUOTE
have	I-QUOTE
done	I-QUOTE
that	I-QUOTE
?	I-QUOTE

"	O
she	O
thought.	O

"	O
I	B-QUOTE
must	I-QUOTE
be	I-QUOTE
growing	I-QUOTE
small	I-QUOTE
again.	I-QUOTE

"	O
She	O
got	O
up	O
and	O
went	O
to	O
the	O
table	O
to	O
measure	O
herself	O
by	O
it	O
,	O
and	O
found	O
that	O
,	O
as	O
nearly	O
as	O
she	O
could	O
guess	O
,	O
she	O
was	O
now	O
about	O
two	O
feet	O
high	O
,	O
and	O
was	O
going	O
on	O
shrinking	O
rapidly	O
:	O
she	O
soon	O
found	O
out	O
that	O
the	O
cause	O
of	O
this	O
was	O
the	O
fan	O
she	O
was	O
holding	O
,	O
and	O
she	O
dropped	O
it	O
hastily	O
,	O
just	O
in	O
time	O
to	O
avoid	O
shrinking	O
away	O
altogether.	O

"	O
That	B-QUOTE
_was_	I-QUOTE
a	I-QUOTE
narrow	I-QUOTE
escape	I-QUOTE
!	I-QUOTE

"	O
said	O
Alice	O
,	O
a	O
good	O
deal	O
frightened	O
at	O
the	O
sudden	O
change	O
,	O
but	O
very	O
glad	O
to	O
find	O
herself	O
still	O
in	O
existence	O
;	O
"	O
and	B-QUOTE
now	I-QUOTE
for	I-QUOTE
the	I-QUOTE
garden	I-QUOTE
!	I-QUOTE

"	O
and	O
she	O
ran	O
with	O
all	O
speed	O
back	O
to	O
the	O
little	O
door	O
:	O
but	O
,	O
alas	O
!	O

the	O
little	O
door	O
was	O
shut	O
again	O
,	O
and	O
the	O
little	O
golden	O
key	O
was	O
lying	O
on	O
the	O
glass	O
table	O
as	O
before	O
,	O
"	O
and	B-QUOTE
things	I-QUOTE
are	I-QUOTE
worse	I-QUOTE
than	I-QUOTE
ever	I-QUOTE
,	I-QUOTE
"	O
thought	O
the	O
poor	O
child	O
,	O
"	O
for	B-QUOTE
I	I-QUOTE
never	I-QUOTE
was	I-QUOTE
so	I-QUOTE
small	I-QUOTE
as	I-QUOTE
this	I-QUOTE
before	I-QUOTE
,	I-QUOTE
never	I-QUOTE
!	I-QUOTE

And	I-QUOTE
I	I-QUOTE
declare	I-QUOTE
it	I-QUOTE
's	I-QUOTE
too	I-QUOTE
bad	I-QUOTE
,	I-QUOTE
that	I-QUOTE
it	I-QUOTE
is	I-QUOTE
!	I-QUOTE

"	O
As	O
she	O
said	O
these	O
words	O
her	O
foot	O
slipped	O
,	O
and	O
in	O
another	O
moment	O
,	O
splash	O
!	O

she	O
was	O
up	O
to	O
her	O
chin	O
in	O
salt	O
water.	O

Her	O
first	O
idea	O
was	O
that	O
she	O
had	O
somehow	O
fallen	O
into	O
the	O
sea	O
,	O
"	O
and	B-QUOTE
in	I-QUOTE
that	I-QUOTE
case	I-QUOTE
I	I-QUOTE
can	I-QUOTE
go	I-QUOTE
back	I-QUOTE
by	I-QUOTE
railway	I-QUOTE
,	I-QUOTE
"	O
she	O
said	O
to	O
herself.	O

(	O
Alice	O
had	O
been	O
to	O
the	O
seaside	O
once	O
in	O
her	O
life	O
,	O
and	O
had	O
come	O
to	O
the	O
general	O
conclusion	O
,	O
that	O
wherever	O
you	O
go	O
to	O
on	O
the	O
English	O
coast	O
you	O
find	O
a	O
number	O
of	O
bathing	O
machines	O
in	O
the	O
sea	O
,	O
some	O
children	O
digging	O
in	O
the	O
sand	O
with	O
wooden	O
spades	O
,	O
then	O
a	O
row	O
of	O
lodging	O
houses	O
,	O
and	O
behind	O
them	O
a	O
railway	O
station.	O

)	O
However	O
,	O
she	O
soon	O
made	O
out	O
that	O
she	O
was	O
in	O
the	O
pool	O
of	O
tears	O
which	O
she	O
had	O
wept	O
when	O
she	O
was	O
nine	O
feet	O
high.	O

"	O
I	B-QUOTE
wish	I-QUOTE
I	I-QUOTE
had	I-QUOTE
n't	I-QUOTE
cried	I-QUOTE
so	I-QUOTE
much	I-QUOTE
!	I-QUOTE

"	O
said	O
Alice	O
,	O
as	O
she	O
swam	O
about	O
,	O
trying	O
to	O
find	O
her	O
way	O
out.	O

"	O
I	B-QUOTE
shall	I-QUOTE
be	I-QUOTE
punished	I-QUOTE
for	I-QUOTE
it	I-QUOTE
now	I-QUOTE
,	I-QUOTE
I	I-QUOTE
suppose	I-QUOTE
,	I-QUOTE
by	I-QUOTE
being	I-QUOTE
drowned	I-QUOTE
in	I-QUOTE
my	I-QUOTE
own	I-QUOTE
tears	I-QUOTE
!	I-QUOTE

That	I-QUOTE
_will_	I-QUOTE
be	I-QUOTE
a	I-QUOTE
queer	I-QUOTE
thing	I-QUOTE
,	I-QUOTE
to	I-QUOTE
be	I-QUOTE
sure	I-QUOTE
!	I-QUOTE

However	I-QUOTE
,	I-QUOTE
everything	I-QUOTE
is	I-QUOTE
queer	I-QUOTE
to-day.	I-QUOTE

"	O
Just	O
then	O
she	O
heard	O
something	O
splashing	O
about	O
in	O
the	O
pool	O
a	O
little	O
way	O
off	O
,	O
and	O
she	O
swam	O
nearer	O
to	O
make	O
out	O
what	O
it	O
was	O
:	O
at	O
first	O
she	O
thought	O
it	O
must	O
be	O
a	O
walrus	O
or	O
hippopotamus	O
,	O
but	O
then	O
she	O
remembered	O
how	O
small	O
she	O
was	O
now	O
,	O
and	O
she	O
soon	O
made	O
out	O
that	O
it	O
was	O
only	O
a	O
mouse	O
that	O
had	O
slipped	O
in	O
like	O
herself.	O

"	O
Would	B-QUOTE
it	I-QUOTE
be	I-QUOTE
of	I-QUOTE
any	I-QUOTE
use	I-QUOTE
,	I-QUOTE
now	I-QUOTE
,	I-QUOTE
"	O
thought	O
Alice	O
,	O
"	O
to	B-QUOTE
speak	I-QUOTE
to	I-QUOTE
this	I-QUOTE
mouse	I-QUOTE
?	I-QUOTE

Everything	I-QUOTE
is	I-QUOTE
so	I-QUOTE
out-of-the-way	I-QUOTE
down	I-QUOTE
here	I-QUOTE
,	I-QUOTE
that	I-QUOTE
I	I-QUOTE
should	I-QUOTE
think	I-QUOTE
very	I-QUOTE
likely	I-QUOTE
it	I-QUOTE
can	I-QUOTE
talk	I-QUOTE
:	I-QUOTE
at	I-QUOTE
any	I-QUOTE
rate	I-QUOTE
,	I-QUOTE
there	I-QUOTE
's	I-QUOTE
no	I-QUOTE
harm	I-QUOTE
in	I-QUOTE
trying.	I-QUOTE

"	O
So	O
she	O
began	O
:	O
"	O
O	B-QUOTE
Mouse	I-QUOTE
,	I-QUOTE
do	I-QUOTE
you	I-QUOTE
know	I-QUOTE
the	I-QUOTE
way	I-QUOTE
out	I-QUOTE
of	I-QUOTE
this	I-QUOTE
pool	I-QUOTE
?	I-QUOTE

I	I-QUOTE
am	I-QUOTE
very	I-QUOTE
tired	I-QUOTE
of	I-QUOTE
swimming	I-QUOTE
about	I-QUOTE
here	I-QUOTE
,	I-QUOTE
O	I-QUOTE
Mouse	I-QUOTE
!	I-QUOTE

"	O
(	O
Alice	O
thought	O
this	O
must	O
be	O
the	O
right	O
way	O
of	O
speaking	O
to	O
a	O
mouse	O
:	O
she	O
had	O
never	O
done	O
such	O
a	O
thing	O
before	O
,	O
but	O
she	O
remembered	O
having	O
seen	O
in	O
her	O
brother	O
's	O
Latin	O
Grammar	O
,	O
"	O
A	O
mouse	O
--	O
of	O
a	O
mouse	O
--	O
to	O
a	O
mouse	O
--	O
a	O
mouse	O
--	O
O	O
mouse	O
!	O

"	O
)	O
The	O
Mouse	O
looked	O
at	O
her	O
rather	O
inquisitively	O
,	O
and	O
seemed	O
to	O
her	O
to	O
wink	O
with	O
one	O
of	O
its	O
little	O
eyes	O
,	O
but	O
it	O
said	O
nothing.	O

"	O
Perhaps	B-QUOTE
it	I-QUOTE
does	I-QUOTE
n't	I-QUOTE
understand	I-QUOTE
English	I-QUOTE
,	I-QUOTE
"	O
thought	O
Alice	O
;	O
"	O
I	B-QUOTE
daresay	I-QUOTE
it	I-QUOTE
's	I-QUOTE
a	I-QUOTE
French	I-QUOTE
mouse	I-QUOTE
,	I-QUOTE
come	I-QUOTE
over	I-QUOTE
with	I-QUOTE
William	I-QUOTE
the	I-QUOTE
Conqueror.	I-QUOTE

"	O
(	O
For	O
,	O
with	O
all	O
her	O
knowledge	O
of	O
history	O
,	O
Alice	O
had	O
no	O
very	O
clear	O
notion	O
how	O
long	O
ago	O
anything	O
had	O
happened.	O

)	O
So	O
she	O
began	O
again	O
:	O
"	O
O	B-QUOTE
?	I-QUOTE

est	I-QUOTE
ma	I-QUOTE
chatte	I-QUOTE
?	I-QUOTE

"	O
which	O
was	O
the	O
first	O
sentence	O
in	O
her	O
French	O
lesson-book.	O

The	O
Mouse	O
gave	O
a	O
sudden	O
leap	O
out	O
of	O
the	O
water	O
,	O
and	O
seemed	O
to	O
quiver	O
all	O
over	O
with	O
fright.	O

